公立・私立区分,学校,学年,年齢,学習費区分1,学習費区分2,学習費区分3,学習費区分4,学習費
私立,中学校,2,13,学習費総額,学校教育費,学校教育費,制服,15739.0
私立,中学校,2,13,学習費総額,学校教育費,学校教育費,通学用品費,10005.0
私立,中学校,2,13,学習費総額,学校教育費,学校教育費,その他学校教育費,7780.0
私立,中学校,2,13,学習費総額,学校給食費,学校給食費,学校給食費,9545.0
私立,中学校,2,13,学習費総額,学校外活動費,補助学習費,家庭内学習費,16758.0
私立,中学校,2,13,学習費総額,学校外活動費,補助学習費,通信教育・家庭教師費,32369.0
私立,中学校,2,13,学習費総額,学校外活動費,補助学習費,学習塾費,151425.0
私立,中学校,2,13,学習費総額,学校外活動費,補助学習費,その他補助学習費,7918.0
私立,中学校,2,13,学習費総額,学校外活動費,その他の学校外活動費,体験活動・地域活動,7702.0
私立,中学校,2,13,学習費総額,学校外活動費,その他の学校外活動費,芸術文化活動,58542.0
私立,中学校,2,13,学習費総額,学校外活動費,その他の学校外活動費,スポーツ・レクリエーション活動,30640.0
私立,中学校,2,13,学習費総額,学校外活動費,その他の学校外活動費,国際交流体験活動,31869.0
私立,中学校,2,13,学習費総額,学校外活動費,その他の学校外活動費,教養・その他,24833.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,入学金・入園料,0.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,入学時に納付した施設整備費等,0.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,入学検定料,0.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,授業料,468917.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,施設整備費等,111516.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,修学旅行費,78679.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,校外学習費,25115.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,学級・児童会・生徒会費,11900.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,その他の学校納付金,18882.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,PTA会費,8954.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,後援会費,5972.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,寄附金,8205.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,教科書費・教科書以外の図書費,28384.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,学用品・実験実習材料費,18889.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,教科外活動費,66531.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,通学費,77588.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,制服,20925.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,通学用品費,10763.0
私立,中学校,3,14,学習費総額,学校教育費,学校教育費,その他学校教育費,10439.0
私立,中学校,3,14,学習費総額,学校給食費,学校給食費,学校給食費,8885.0
私立,中学校,3,14,学習費総額,学校外活動費,補助学習費,家庭内学習費,24187.0
私立,中学校,3,14,学習費総額,学校外活動費,補助学習費,通信教育・家庭教師費,30504.0
私立,中学校,3,14,学習費総額,学校外活動費,補助学習費,学習塾費,202127.0
私立,中学校,3,14,学習費総額,学校外活動費,補助学習費,その他補助学習費,10389.0
私立,中学校,3,14,学習費総額,学校外活動費,その他の学校外活動費,体験活動・地域活動,6104.0
私立,中学校,3,14,学習費総額,学校外活動費,その他の学校外活動費,芸術文化活動,32192.0
私立,中学校,3,14,学習費総額,学校外活動費,その他の学校外活動費,スポーツ・レクリエーション活動,36985.0
私立,中学校,3,14,学習費総額,学校外活動費,その他の学校外活動費,国際交流体験活動,157515.0
私立,中学校,3,14,学習費総額,学校外活動費,その他の学校外活動費,教養・その他,39223.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,入学金・入園料,139845.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,入学時に納付した施設整備費等,69844.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,入学検定料,20668.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,授業料,236189.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,施設整備費等,47315.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,修学旅行費,3492.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,校外学習費,17392.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,学級・児童会・生徒会費,13898.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,その他の学校納付金,26833.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,PTA会費,9096.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,後援会費,9701.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,寄附金,2420.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,教科書費・教科書以外の図書費,59528.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,学用品・実験実習材料費,58011.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,教科外活動費,78924.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,通学費,108599.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,制服,105355.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,通学用品費,25405.0
私立,高等学校（全日制）,1,15,学習費総額,学校教育費,学校教育費,その他学校教育費,10714.0
私立,高等学校（全日制）,1,15,学習費総額,学校給食費,学校給食費,学校給食費,0.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,補助学習費,家庭内学習費,29074.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,補助学習費,通信教育・家庭教師費,16864.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,補助学習費,学習塾費,79870.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,補助学習費,その他補助学習費,9006.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,その他の学校外活動費,体験活動・地域活動,3951.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,その他の学校外活動費,芸術文化活動,10518.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,その他の学校外活動費,スポーツ・レクリエーション活動,20539.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,その他の学校外活動費,国際交流体験活動,46990.0
私立,高等学校（全日制）,1,15,学習費総額,学校外活動費,その他の学校外活動費,教養・その他,14233.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,入学金・入園料,0.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,入学時に納付した施設整備費等,0.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,入学検定料,0.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,授業料,234088.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,施設整備費等,54184.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,修学旅行費,129013.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,校外学習費,8274.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,学級・児童会・生徒会費,12107.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,その他の学校納付金,23376.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,PTA会費,6524.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,後援会費,9007.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,寄附金,4392.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,教科書費・教科書以外の図書費,35746.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,学用品・実験実習材料費,18784.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,教科外活動費,54078.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,通学費,81102.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,制服,10975.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,通学用品費,7969.0
私立,高等学校（全日制）,2,16,学習費総額,学校教育費,学校教育費,その他学校教育費,3794.0
私立,高等学校（全日制）,2,16,学習費総額,学校給食費,学校給食費,学校給食費,0.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,補助学習費,家庭内学習費,16550.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,補助学習費,通信教育・家庭教師費,20920.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,補助学習費,学習塾費,120900.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,補助学習費,その他補助学習費,10934.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,その他の学校外活動費,体験活動・地域活動,3155.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,その他の学校外活動費,芸術文化活動,14194.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,その他の学校外活動費,スポーツ・レクリエーション活動,14207.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,その他の学校外活動費,国際交流体験活動,66404.0
私立,高等学校（全日制）,2,16,学習費総額,学校外活動費,その他の学校外活動費,教養・その他,17832.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,入学金・入園料,0.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,入学時に納付した施設整備費等,0.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,入学検定料,0.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,授業料,228800.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,施設整備費等,61966.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,修学旅行費,12830.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,校外学習費,6593.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,学級・児童会・生徒会費,11237.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,その他の学校納付金,18013.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,PTA会費,8347.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,後援会費,8606.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,寄附金,10026.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,教科書費・教科書以外の図書費,31182.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,学用品・実験実習材料費,18428.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,教科外活動費,36094.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,通学費,69045.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,制服,8285.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,通学用品費,6650.0
私立,高等学校（全日制）,3,17,学習費総額,学校教育費,学校教育費,その他学校教育費,11786.0
私立,高等学校（全日制）,3,17,学習費総額,学校給食費,学校給食費,学校給食費,0.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,補助学習費,家庭内学習費,33013.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,補助学習費,通信教育・家庭教師費,17908.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,補助学習費,学習塾費,138930.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,補助学習費,その他補助学習費,24127.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,その他の学校外活動費,体験活動・地域活動,2587.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,その他の学校外活動費,芸術文化活動,9612.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,その他の学校外活動費,スポーツ・レクリエーション活動,8830.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,その他の学校外活動費,国際交流体験活動,22736.0
私立,高等学校（全日制）,3,17,学習費総額,学校外活動費,その他の学校外活動費,教養・その他,18821.0
